created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
Thu Feb 16 17:14:45 +0000 2017	|	Dean Heller	|	266133081	|	832277046290182144	|	null	|	Great to see Apex in @CNLV emerging as a hub for R&amp;D/manufacturing of innovative mobility &amp; transportation systems https://t.co/4md4nkSyVG	|	$#%
Thu Feb 16 17:15:04 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832277126636240901	|	null	|	If #Pruitt wants to lead @EPA, we need to know his ties w/ oil industry won't impact his job. Postpone a vote til we can examine those ties.	|	$#%
Thu Feb 16 17:17:51 +0000 2017	|	Tom Udall	|	60828944	|	832277825893851137	|	null	|	Mr. Friedman is completely unfit for this or any other diplomatic office. https://t.co/IYSx3flykQ	|	$#%
Thu Feb 16 17:18:08 +0000 2017	|	Jeff Flake	|	16056306	|	832277896689569792	|	null	|	At the @WhiteHouse w/ NEC Dir. Cohn to discuss how my bill w/ @DaveBratVA7th to expand HSAs can be part of the solu… https://t.co/B3tqn8xDsy	|	$#%
Thu Feb 16 17:19:08 +0000 2017	|	Richard Blumenthal	|	278124059	|	832278149652152320	|	null	|	#PollutingPruitt has led more than a dozen lawsuits against EPA. Now he is expected to lead it?	|	$#%
Thu Feb 16 17:22:16 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832278937875206144	|	null	|	#Pruitt, who wants to run @EPA, described himself as "a leading advocate against the EPA agenda." A thorough vetting seems pretty warranted.	|	$#%
Thu Feb 16 17:22:52 +0000 2017	|	Senator Roger Wicker	|	264219447	|	832279087691476994	|	null	|	Congratulations to #Oxford’s Richard Howorth, the new Chair-elect for the TVA Board of Directors! @TVANews https://t.co/dFKf72F3xs	|	$#%
Thu Feb 16 17:27:49 +0000 2017	|	Senator Bob Menendez	|	18695134	|	832280333982822403	|	null	|	Scott Pruitt’s EPA nomination is a threat to both the environment &amp; human health. I cannot support #PollutingPruitt… https://t.co/ZddMuO17br	|	$#%
Thu Feb 16 17:28:59 +0000 2017	|	Tammy Duckworth	|	1058520120	|	832280627022028800	|	null	|	I'm about to speak about how EPA nominee Scott #Pruitt is unfit to serve as the head of the EPA. Tune in! https://t.co/XVS8c33FLg	|	$#%
Thu Feb 16 17:28:55 +0000 2017	|	Ron Wyden	|	250188760	|	832280611570192386	|	null	|	This should’ve been an easy answer. Women should not have to pay more for health care than men https://t.co/mdz4aWc05a	|	$#%
Thu Feb 16 17:29:43 +0000 2017	|	Senator Chris Coons	|	15324851	|	832280814167740419	|	null	|	Proud to introduce the Stop Taxing Death &amp; Disability Act w/ @senrobportman &amp; @SenAngusKing: https://t.co/xPoQesBppy	|	$#%
Thu Feb 16 17:29:49 +0000 2017	|	ChuckGrassley	|	10615232	|	832280839320961024	|	null	|	Iowans w the American Wind Energy Association https://t.co/jYAjRHKHxr	|	$#%
Thu Feb 16 17:32:55 +0000 2017	|	Mark Warner	|	7429102	|	832281616407998464	|	null	|	The true stars at the @HiddenFigures screening last night were these #NoVa students pursuing futures in STEM. https://t.co/YOisevrID3	|	$#%
Thu Feb 16 17:35:21 +0000 2017	|	Senator Chris Coons	|	15324851	|	832282230957494272	|	null	|	Thrilled to introduce Act w/ @SenCoryGardner @SenatorIsakson @SenJohnHoeven @PattyMurray @SenBlumenthal @SenFeinstein	|	$#%
Thu Feb 16 17:35:54 +0000 2017	|	Richard Burr	|	21157904	|	832282368018939904	|	null	|	The #ABLE Act is an example of what we can do when the cause is right. https://t.co/fmIn0Elrxq	|	$#%
Thu Feb 16 17:36:10 +0000 2017	|	Senator Mike Rounds	|	2955485182	|	832282437464027137	|	null	|	Great talking with you. Thanks for coming by the office! https://t.co/syYR33ujdj	|	$#%
Thu Feb 16 17:36:24 +0000 2017	|	Claire McCaskill	|	16160352	|	832282494762356736	|	null	|	Thanks Jason. @Let_AmericaVote  matters too! https://t.co/X6G35Pnme4	|	$#%
Thu Feb 16 17:36:52 +0000 2017	|	Senator Chris Coons	|	15324851	|	832282610470678528	|	null	|	Thanks also to @SenatorCarper @timkaine @stabenow	|	$#%
Thu Feb 16 17:39:57 +0000 2017	|	Ed Markey	|	21406834	|	832283389415809026	|	null	|	29 Senators joined me in calling on #pollutingPruitt to recuse himself from cases he brought against @EPA. https://t.co/sYU28gFDMc	|	$#%
Thu Feb 16 17:41:47 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	832283848813768705	|	1855109353	|	.@kareraas Thanks &amp; thank you to Norway for being a world leader on climate change! Looking forward to meeting with your delegation Saturday	|	$#%
Thu Feb 16 17:41:55 +0000 2017	|	Senator Patty Murray	|	293131808	|	832283882464616450	|	null	|	After Puzder’s withdrawal, Americans “spoke up loud and clear that they want a true champion for all workers.” https://t.co/xswfnfWM0Q	|	$#%
Thu Feb 16 17:44:07 +0000 2017	|	Ed Markey	|	21406834	|	832284436708286464	|	null	|	We want #pollutingPruitt to recuse himself from cases he brought against @EPA to weaken #CleanAir &amp; clean water.… https://t.co/7CvWjaIPAv	|	$#%
Thu Feb 16 17:44:57 +0000 2017	|	Senator Jim Risch	|	1096059529	|	832284647413383168	|	null	|	Glad to have Clearwater Paper Corp. in the office today! #IdahoansInDC https://t.co/JsAif6BSlz	|	$#%
Thu Feb 16 17:45:07 +0000 2017	|	Tom Cotton	|	968650362	|	832284688475619328	|	null	|	I joined @JohnBoozman in asking the administration to relieve Americans of Obamacare burdens. More: https://t.co/zfW6qs873i	|	$#%
Thu Feb 16 17:46:17 +0000 2017	|	Senator Patty Murray	|	293131808	|	832284983830204419	|	null	|	Yesterday, there was some good news for workers, women, and families in America. → https://t.co/9Hd5P3z8a2	|	$#%
Thu Feb 16 17:46:35 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832285057830240256	|	null	|	(1/2) I voted “No” on confirming Mick Mulvaney to lead the Office of Management and Budget. https://t.co/8EBs7U2MNZ	|	$#%
Thu Feb 16 17:47:16 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832285231096987648	|	476256944	|	(2/2) As a Congressman, Mick Mulvaney constantly led efforts to shut down the government &amp; gut the social safety net—he’s wrong for the job.	|	$#%
Thu Feb 16 17:47:29 +0000 2017	|	Chris Murphy	|	150078976	|	832285283567669248	|	null	|	Proud to see CT ranked #1 by @MentalHealthAm for mental health &amp; wellness https://t.co/ajNwgWDS3f	|	$#%
Thu Feb 16 17:49:28 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	832285783990079489	|	null	|	Glad NH legislature blocked so-called "right to work" bill– important win for NH! Thanks to all Granite Staters who advocated 4 our workers	|	$#%
Thu Feb 16 17:58:52 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832288146918359040	|	null	|	I’ll be on the Senate floor SOON opposing the nomination of Scott #Pruitt for EPA Administrator WATCH: https://t.co/TupgTnIETx	|	$#%
Thu Feb 16 17:59:47 +0000 2017	|	Sen. Debbie Stabenow	|	76456274	|	832288379995881472	|	null	|	I voted against Mick Mulvaney today. His extreme record is concerning &amp; he called Soc Sec a Ponzi scheme! Statement: https://t.co/eHkBZYglNx	|	$#%
Thu Feb 16 18:00:04 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832288450795548672	|	null	|	#TodaysClimateFact: Wind power has expanded dramatically. Generating capacity of wind now exceeds hydroelectric! https://t.co/ppKeHiIPnY	|	$#%
Thu Feb 16 18:00:02 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832288443623415808	|	null	|	Rural health providers face a unique set of challenges https://t.co/dMvGHiAYRq piling on red tape only makes it harder to deliver care	|	$#%
Thu Feb 16 18:03:32 +0000 2017	|	Ed Markey	|	21406834	|	832289321633865728	|	null	|	We cannot allow #pollutingPruitt to turn the @EPA from environmental watch dog to polluter lap dog. https://t.co/0TyXnFL3mY	|	$#%
Thu Feb 16 18:04:28 +0000 2017	|	Richard Blumenthal	|	278124059	|	832289557114667008	|	null	|	#ADayWithoutImmigrants demonstrates immigrants’ invaluable contributions to our economy&amp;culture.	|	$#%
Thu Feb 16 18:06:09 +0000 2017	|	Senator Bob Corker	|	73303753	|	832289981448257537	|	null	|	Had a great conversation with the Tennessee Hospital Association this morning about a number issues impacting hospi… https://t.co/mTOdaikztW	|	$#%
Thu Feb 16 18:08:40 +0000 2017	|	Senator Patty Murray	|	293131808	|	832290616373604352	|	null	|	“The ‘gentle lady from Washington’ has fought against a succession of Cabinet nominees.” #Puzder https://t.co/9Hd5P3z8a2	|	$#%
Thu Feb 16 18:10:22 +0000 2017	|	Senator Rand Paul	|	216881337	|	832291043018145795	|	null	|	Repeal Now. Replace Now. Keep our promises to those who overwhelmingly voted for change, and do it right now. https://t.co/DUef2UiRDt	|	$#%
Thu Feb 16 18:10:30 +0000 2017	|	Sen. James Lankford	|	225921757	|	832291078262968322	|	null	|	#ScottPruitt will lead the #EPA in a way that spurs energy independence, stewards the environment &amp; fosters economic growth. #ConfirmPruitt	|	$#%
Thu Feb 16 18:11:55 +0000 2017	|	Chris Murphy	|	150078976	|	832291434065752065	|	null	|	The only consistency in American foreign policy now is that every day, without fail, it changes. https://t.co/0w5ro96MIK	|	$#%
Thu Feb 16 18:15:51 +0000 2017	|	Ron Wyden	|	250188760	|	832292424412192768	|	null	|	.@realDonaldTrump: You want to take your message directly to the people? Disclose your foreign deals https://t.co/de491JexzC	|	$#%
Thu Feb 16 18:16:01 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832292463146446848	|	null	|	Sent a letter to @HHSGov @SecPriceMD on the need for quality health care in #WV &amp; rural America. Read it here: https://t.co/r433rcy1uE	|	$#%
Thu Feb 16 18:26:04 +0000 2017	|	Bill Cassidy	|	55677432	|	832294992974577665	|	null	|	I came across this list of parades and thought it might help you with your Mardi Gras plans for next week!
https://t.co/BPCJzgKFmG	|	$#%
Thu Feb 16 18:28:04 +0000 2017	|	Chuck Schumer	|	17494010	|	832295495137624064	|	null	|	We are living through a particularly difficult time for Latinos &amp; immigrants. Democrats will always fight for what is right #LULAC17	|	$#%
Thu Feb 16 18:28:27 +0000 2017	|	Chuck Schumer	|	17494010	|	832295593292730369	|	17494010	|	Immigrants have always been, and will continue to be, the heart and soul of this country #LULAC17	|	$#%
Thu Feb 16 18:28:41 +0000 2017	|	Chuck Schumer	|	17494010	|	832295654189887488	|	null	|	Estamos viviendo una época difícil para los latinos e inmigrantes. Los Demócratas siempre lucharemos por lo que es correcto #LULAC17	|	$#%
Thu Feb 16 18:28:57 +0000 2017	|	Chuck Schumer	|	17494010	|	832295718182322179	|	17494010	|	Los inmigrantes siempre han sido y continuaran siendo el corazón y el alma de este país #LULAC17	|	$#%
Thu Feb 16 18:30:14 +0000 2017	|	Tom Cotton	|	968650362	|	832296041907179521	|	null	|	READ “Arkansas lawmakers seek to ease rules for consignment events” via @arkansasnews https://t.co/VM8teYQPDV	|	$#%
Thu Feb 16 18:30:40 +0000 2017	|	Sen. Lamar Alexander	|	76649729	|	832296153274257410	|	null	|	Chairman Alexander statement on selection of Alexander Acosta to serve as Labor Secretary: https://t.co/BshfhVHu35 https://t.co/oaFJCjSj6Q	|	$#%
Thu Feb 16 18:32:05 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832296507621699585	|	null	|	My statement on @realdonaldtrump’s new nominee for Secretary of Labor https://t.co/BDe4tgJQgZ	|	$#%
Thu Feb 16 18:33:25 +0000 2017	|	Richard Blumenthal	|	278124059	|	832296845183479808	|	null	|	#ADayWithoutImmigrants shows just how true it is that we are a nation of immigrants.	|	$#%
Thu Feb 16 18:34:34 +0000 2017	|	Mark Warner	|	7429102	|	832297132140945408	|	null	|	Lots of familiar faces at today’s coffee honoring African American leaders in Va. Thanks to all those who attended! https://t.co/OvEBaejt5Y	|	$#%
Thu Feb 16 18:36:19 +0000 2017	|	Michael F. Bennet	|	224285242	|	832297572932927489	|	null	|	.@POTUS: "This administration is running like a fine-tuned machine." https://t.co/m0rO7oQMOv	|	$#%
Thu Feb 16 18:42:57 +0000 2017	|	Ed Markey	|	21406834	|	832299241817137153	|	null	|	I spoke with @ChrisJansing @MSNBC about #FlynnResignation, ties to Russia &amp; @realDonaldTrump's Labor nominee. Watch… https://t.co/kvhj8hTtNd	|	$#%
Thu Feb 16 18:42:50 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832299214545813504	|	null	|	Proud to join my fellow co-chairs to discuss the importance of ensuring every child has a loving family to call the… https://t.co/KgMSyPVz1C	|	$#%
Thu Feb 16 18:44:00 +0000 2017	|	Johnny Isakson	|	78403308	|	832299505110376448	|	null	|	I am pleased that @FortBenning was selected as the location for the new Security Force Assistance Brigade. https://t.co/3F4rL5Gai8	|	$#%
Thu Feb 16 18:45:21 +0000 2017	|	Tom Udall	|	60828944	|	832299846010822657	|	null	|	Great meeting with the Great Plains Tribal Chairman’s Association to discuss how we can work together to lift up In… https://t.co/ji8Q7DbZtI	|	$#%
Thu Feb 16 18:46:47 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832300207043915776	|	null	|	I took the Senate floor to oppose Scott #Pruitt for repeatedly attacking needed EPA regulations &amp; supporting polluters over our #environment	|	$#%
Thu Feb 16 18:48:22 +0000 2017	|	Chuck Schumer	|	17494010	|	832300607096705024	|	null	|	Today, immigrants &amp; Latinos throughout the country stayed home to give us a glimpse of what a #DayWithoutImmigrants would look like.	|	$#%
Thu Feb 16 18:48:40 +0000 2017	|	Ed Markey	|	21406834	|	832300680211738625	|	null	|	The real danger to natl security isn’t leaks, it’s interference by #Russia in US election &amp; potential collusion w/… https://t.co/vlNBsM6DiC	|	$#%
Thu Feb 16 18:49:03 +0000 2017	|	Chuck Schumer	|	17494010	|	832300776844312576	|	17494010	|	We should never forget that immigrants built this country with their hands, they enrich our society &amp; culture, and fuel our economy.	|	$#%
Thu Feb 16 18:50:47 +0000 2017	|	Senator Roger Wicker	|	264219447	|	832301216067629057	|	null	|	Speaking on the Senate floor now on why @EPA administrator nominee, @ScottPruittOK, should be confirmed. Watch here: https://t.co/iL3w8Hwolr	|	$#%
Thu Feb 16 18:51:20 +0000 2017	|	Chuck Schumer	|	17494010	|	832301350394408960	|	null	|	Hoy, inmigrantes y latinos a la largo del país nos demuestran cómo sería un #DiaSinImmigrantes	|	$#%
Thu Feb 16 18:51:15 +0000 2017	|	Senator Thad Cochran	|	555474658	|	832301330328875008	|	null	|	Oxford's Richard Howorth was named Chair-Elect for the @TVAnews Board of Directors! He'll continue to serve our sta… https://t.co/o0tOqrvHVg	|	$#%
Thu Feb 16 18:51:32 +0000 2017	|	Chuck Schumer	|	17494010	|	832301402265362432	|	17494010	|	Nunca debemos de olvidar que los inmigrantes construyeron este país, enriquecen nuestra sociedad, cultura y estimulan nuestra economía	|	$#%
Thu Feb 16 18:52:02 +0000 2017	|	Elizabeth Warren	|	970207298	|	832301530510401537	|	null	|	This morning I joined 100s of workers who fought their hearts out to stop Andrew Puzder’s @USDOL nomination. Some d… https://t.co/mfyZECyg1h	|	$#%
Thu Feb 16 18:55:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832302278367338496	|	null	|	In the #PNW #ClimateChange is altering the region’s water cycle &amp; putting WA's farming jobs &amp; $51 BILLION dollar Agriculture economy at risk	|	$#%
Thu Feb 16 18:55:41 +0000 2017	|	Senator Gary Peters	|	236511574	|	832302448719065089	|	null	|	I oppose Pruitt as EPA Admin b/c business interests shouldn’t be put ahead of public good. Why do you stand against… https://t.co/edlT82PM4l	|	$#%
Thu Feb 16 18:59:07 +0000 2017	|	Richard Blumenthal	|	278124059	|	832303310996635653	|	null	|	Domestic violence survivors who bravely come forward should receive justice, not deportation. https://t.co/aPV0OXMVA7	|	$#%
Thu Feb 16 18:59:57 +0000 2017	|	Ed Markey	|	21406834	|	832303519755546625	|	null	|	“Nuclear holocaust would be like no other” - @realDonaldTrump

Urgent: We pass my no first-use nuclear weapons bill w @RepTedLieu.	|	$#%
Thu Feb 16 19:00:54 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832303759044800512	|	null	|	Will join the president at the WH today as he signs into law legislation to undo Stream Protection Rule &amp; support ND's lignite coal industry	|	$#%
Thu Feb 16 19:01:43 +0000 2017	|	Ed Markey	|	21406834	|	832303966830600193	|	null	|	“Nuclear holocaust would be like no other” - @realDonaldTrump  

Urgent: we must pass my no first-use nuclear weapons bill w/ @RepTedLieu.	|	$#%
Thu Feb 16 19:05:35 +0000 2017	|	Ron Wyden	|	250188760	|	832304937883287552	|	null	|	Releasing your tax returns is a step toward proving this isn’t “fake news”. Release them @realDonaldTrump https://t.co/kehMmGgole	|	$#%
Thu Feb 16 19:07:40 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832305463534432262	|	null	|	Evaluated nom. to lead @ENERGY, @Interior &amp; @EPA &amp; determined they will be open to working on ND issues - I will su… https://t.co/qK7UunPBz7	|	$#%
Thu Feb 16 19:09:10 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832305840812093440	|	1061029050	|	Will work w/@EPA nom. Scott Pruitt to make regulations workable &amp; will hold him accountable to invest in renewable… https://t.co/NncaYVYjA3	|	$#%
Thu Feb 16 19:10:00 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832306051558961153	|	null	|	#PollutingPruitt's lax attitude about impact of climate change is unacceptable. It's not a hypothesis #ClimateChange is here. It’s happening	|	$#%
Thu Feb 16 19:11:30 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832306427251326976	|	1061029050	|	Perry at @ENERGY &amp; Zinke at @Interior will provide opportunity for me to work w/them to find #future4coal &amp; work w/… https://t.co/cSAsbsdOwl	|	$#%
Thu Feb 16 19:12:22 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	832306643832565761	|	null	|	ICYMI: Was on MSNBC &amp; set the record straight on the absurd lie that "busloads" committed voter fraud in NH… https://t.co/BrJt6iziPi	|	$#%
Thu Feb 16 19:15:01 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832307314224877568	|	null	|	Reintroduced a bill to boost economic growth &amp; jobs in underserved areas. Read more about it: https://t.co/XlcDjr29oM	|	$#%
Thu Feb 16 19:14:59 +0000 2017	|	Pat Roberts	|	75364211	|	832307303739224070	|	null	|	ICYMI: Watch my exchange with @CMSGov nominee Seema Verma on #ruralhealth &amp; #Obamacare before @GOPSenFinance. https://t.co/zHPn1JA2PZ	|	$#%
Thu Feb 16 19:15:08 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	832307341135593473	|	null	|	EPA nominee Scott Pruitt's sued @EPA 19 times as Oklahoma AG. If confirmed, he shouldn't take part in those lawsuits https://t.co/kceZfPmaUU	|	$#%
Thu Feb 16 19:16:01 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832307564310302721	|	null	|	I will not vote for Scott Pruitt to be the next @EPA Administrator. #PollutingPruitt https://t.co/JCnGgFvhAD	|	$#%
Thu Feb 16 19:19:48 +0000 2017	|	Leader McConnell	|	1249982359	|	832308517319094273	|	null	|	.@GorsuchFacts is one of the most impressive #SCOTUS noms we’ve ever seen. His resume is a mile long &amp; his reputation is second to none.	|	$#%
Thu Feb 16 19:20:46 +0000 2017	|	Tom Udall	|	60828944	|	832308761486360576	|	null	|	Mr Friedman's inflammatory positions &amp; statements &amp; his lack of commitment to a two-state solution are disqualifying https://t.co/1eHSARg5zV	|	$#%
Thu Feb 16 19:21:43 +0000 2017	|	Senator Tom Carper	|	249787913	|	832308998175150080	|	null	|	Thank you @SenatorShaheen for urging bipartisan cooperation to #RejectPruitt and protect our environment and public health	|	$#%
Thu Feb 16 19:22:48 +0000 2017	|	Johnny Isakson	|	78403308	|	832309272872681472	|	null	|	Don't wait, apply today for summer 2017 internships in Atlanta and DC. Deadline is this Friday, Feb. 17: https://t.co/LbHNlgGOTz	|	$#%
Thu Feb 16 19:23:26 +0000 2017	|	Al Franken	|	7334402	|	832309432285614081	|	null	|	VOTE TODAY → Red Wing is in @smbizrevolution nationwide contest. Join me in supporting this great Minnesota town: https://t.co/lQtDgGyITg	|	$#%
Thu Feb 16 19:25:03 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832309837455253505	|	null	|	Concerned abt Mulvaney's lack of commitment 2 protect Social Security or support 4 Am. mfg jobs-could not support h… https://t.co/o8kiQyeyeK	|	$#%
Thu Feb 16 19:25:57 +0000 2017	|	Johnny Isakson	|	78403308	|	832310062756614145	|	null	|	Questioned CMS administrator nominee Seema Verma on her commitment to quality healthcare for veterans, Georgia. https://t.co/05BUzHeZZl	|	$#%
Thu Feb 16 19:28:43 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832310762072846336	|	null	|	Pruitt's record says whenever EPA has a menu of options he'll choose the one best for polluters, not public health. That's why I'm voting no	|	$#%
Thu Feb 16 19:29:19 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832310912749019136	|	null	|	Sea level rise threatens Hampton Roads communities &amp; our naval power. EPA must be able to accept #climatechange and work to address it in VA	|	$#%
Thu Feb 16 19:30:01 +0000 2017	|	Senator Tom Carper	|	249787913	|	832311089446666240	|	null	|	It is unfathomable that the Senate is considering an EPA Administrator who is so disdainful of the @EPA itself… https://t.co/SSXdRdwJeX	|	$#%
Thu Feb 16 19:30:16 +0000 2017	|	Tom Cotton	|	968650362	|	832311148691259394	|	null	|	READ “Hold detainees, senators urge” via @ArkansasOnline https://t.co/CsDjBfFyKU	|	$#%
Thu Feb 16 19:30:23 +0000 2017	|	Sherrod Brown	|	43910797	|	832311179322200065	|	null	|	Leaks = distraction. The real issue is whether the White House’s ties to Russian officials undermine our security &amp; democratic institutions.	|	$#%
Thu Feb 16 19:30:34 +0000 2017	|	David Perdue	|	2863210809	|	832311224457105410	|	null	|	Great news for @FGPAO! @USArmy's 1st Security Force Assistance Brigade is bringing 500 new positions to #Columbus.… https://t.co/rffH6yDTOG	|	$#%
Thu Feb 16 19:34:05 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832312111221071876	|	null	|	I rose today to join my colleagues in opposing the nomination of OK Attorney General Scott Pruitt to lead the @EPA	|	$#%
Thu Feb 16 19:34:27 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832312201755107328	|	946549322	|	We must do better than having an administrator who has fought so tirelessly to undermine the work this agency does	|	$#%
Thu Feb 16 19:35:01 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832312344810242053	|	946549322	|	Mr. Pruitt has consistently voiced skepticism to the clear facts on climate change	|	$#%
Thu Feb 16 19:35:15 +0000 2017	|	Senator Tom Carper	|	249787913	|	832312404184809475	|	null	|	Thank you @SenatorHassan. I agree with you that we should be building on progress made to #ActOnClimate, not rollin… https://t.co/CXrvyIvPJ0	|	$#%
Thu Feb 16 19:36:40 +0000 2017	|	Senator Gary Peters	|	236511574	|	832312761682124801	|	236511574	|	Someone who does not believe in the EPA’s core mission should not be allowed run the EPA. #PollutingPruitt https://t.co/5e2PQ5ggkp	|	$#%
Thu Feb 16 19:36:45 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832312783211528194	|	null	|	For the sake of the millions of Americans who would be hurt by his attacks on crucial programs like Medicare, I vot… https://t.co/bkDzKdbth2	|	$#%
Thu Feb 16 19:38:12 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832313147981778949	|	null	|	.@AAAS says: global climate change caused by human activities is occurring now &amp; it's a growing threat to society. https://t.co/M8X5rNoaad	|	$#%
Thu Feb 16 19:39:41 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832313519282466817	|	null	|	.@theAGU said humanity is the major influence on the global climate change observed over the past 50 years. https://t.co/FI7IeBbtxa	|	$#%
Thu Feb 16 19:40:37 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832313754931101697	|	null	|	.@IPCC_CH says warming of the climate system is unequivocal &amp; human influence on the climate system is clear. https://t.co/cXC5BEmh8z	|	$#%
Thu Feb 16 19:40:53 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832313821511421952	|	null	|	.@EPA is a science-based org., it’s unacceptable for the @EPA Administrator to be at odds with well-established views of leading scientists	|	$#%
Thu Feb 16 19:41:07 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832313882454663169	|	946549322	|	If you refuse to believe research from the world’s leading scientists, Mr. Pruitt, you cannot lead a science-based agency.	|	$#%
Thu Feb 16 19:43:06 +0000 2017	|	Senator Mike Rounds	|	2955485182	|	832314379718770688	|	null	|	Tune in: I will be live momentarily with @KatyTurNBC on @MSNBC to discuss national security and other issues.	|	$#%
Thu Feb 16 19:43:04 +0000 2017	|	Ed Markey	|	21406834	|	832314370759806976	|	null	|	LIVE: I'm speaking on the @SenateFloor about Scott #Pruitt's nomination for @EPA. #pollutingPruitt Tune in to @cspan https://t.co/y4S29IuunN	|	$#%
Thu Feb 16 19:43:15 +0000 2017	|	Sen. James Lankford	|	225921757	|	832314416192487424	|	null	|	It's confirmed. A vote to #ConfirmPruitt will take place tomorrow (Friday) at 12pm CT (1pm ET). https://t.co/J4W46FZzFj	|	$#%
Thu Feb 16 19:43:18 +0000 2017	|	Senator Mazie Hirono	|	92186819	|	832314430071382016	|	null	|	On #ADayWithoutImmigrants I came to work to fight @realDonaldTrump's anti-immigrant agenda https://t.co/EH4sl37NrE	|	$#%
Thu Feb 16 19:43:37 +0000 2017	|	Rob Portman	|	18915145	|	832314511872892928	|	null	|	Spoke with Cincinnati, Dayton, and Toledo TV about the importance of passing the #STOPAct for #Ohio families. https://t.co/Q9SKswKUMr	|	$#%
Thu Feb 16 19:45:01 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832314862273376256	|	null	|	Here’s a look what the New Market Tax Credit is, and how it helps improve the quality of life for Missourians: https://t.co/XlcDjr29oM	|	$#%
Thu Feb 16 19:48:57 +0000 2017	|	Senator Patty Murray	|	293131808	|	832315850493423616	|	null	|	Murray’s full statement on the nomination of Alexander Acosta to serve as Secretary of Labor:  https://t.co/pGRIktCTTp	|	$#%
Thu Feb 16 19:50:29 +0000 2017	|	Senator Patty Murray	|	293131808	|	832316239913635840	|	293131808	|	Murray: Working families have sent a very clear message: they want a Labor Sec who will work for them, not just for those at the top.	|	$#%
Thu Feb 16 19:53:08 +0000 2017	|	Senator Patty Murray	|	293131808	|	832316906010972161	|	293131808	|	I am committed to standing with them and will insist on a rigorous and thorough vetting process for Alexander Acosta.	|	$#%
Thu Feb 16 19:53:47 +0000 2017	|	Senator Chris Coons	|	15324851	|	832317069651750912	|	null	|	General Michael Flynn ought to be called to testify in front of committees of Congress. https://t.co/sqAaVMzABG	|	$#%
Thu Feb 16 19:56:06 +0000 2017	|	Tom Cotton	|	968650362	|	832317651087216641	|	null	|	WATCH my Senate floor speech on the skyrocketing cost of drugs from earlier today: https://t.co/qsKeAepdVM	|	$#%
Thu Feb 16 19:57:08 +0000 2017	|	Senator Patty Murray	|	293131808	|	832317913684131840	|	293131808	|	I look forward to carefully reviewing Alexander Acosta’s qualifications &amp; meeting with him to discuss his plans &amp; vision for @USDOL.	|	$#%
Thu Feb 16 19:57:02 +0000 2017	|	Sen. Lisa Murkowski	|	18061669	|	832317885603336194	|	null	|	Alaska’s opioid crisis has devastated so many communities, and this move will provide the tools needed to combat th… https://t.co/Io6A5hgSuW	|	$#%
Thu Feb 16 19:57:55 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832318107955949568	|	null	|	Estoy de acuerdo con @SenatorMenendez. Inmigrantes hacen nuestro país más fuerte y forman parte de nuestra vida dia… https://t.co/8kKHyqVO49	|	$#%
Thu Feb 16 19:58:45 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832318319415984130	|	null	|	In Wisconsin, we have a long and proud tradition of being a national leader on our environment and for conservation.	|	$#%
