created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
Thu Feb 16 00:40:01 +0000 2017	|	Senator Tom Carper	|	249787913	|	832026712280006658	|	null	|	Under #RepealAndRun, hospitals  in Delaware would collectively lose more than $1 billion. We need #CareNotChaos. https://t.co/5pqeS2imYs	|	$#%
Thu Feb 16 00:40:20 +0000 2017	|	Rob Portman	|	18915145	|	832026792550662144	|	null	|	Great discussion with students from @miamiuniversity today out in DC. #InsideWashington #Redhawks. (S/o… https://t.co/U8TQ8TMRro	|	$#%
Thu Feb 16 00:44:59 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832027963143118849	|	null	|	Happy to have @WisTechColleges in the nation's capital today as we stand up for investing in Wisconsin's workforce! https://t.co/05Akaxs3cG	|	$#%
Thu Feb 16 00:46:43 +0000 2017	|	Sherrod Brown	|	43910797	|	832028400760008704	|	null	|	10 of my colleagues &amp; I are calling for an independent investigation of Trump's team's collusion w/ Russia. America… https://t.co/PHTUgSxaUp	|	$#%
Thu Feb 16 00:47:33 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832028609284079616	|	null	|	Proud to have a Governor who will fight to protect women's health care access #IStandWithPP https://t.co/9ojCG0jbsY	|	$#%
Thu Feb 16 00:48:23 +0000 2017	|	David Perdue	|	2863210809	|	832028820676964352	|	null	|	The so-called "Border-Adjustment Tax" would hammer consumers &amp; economic growth. Last thing we need is bigger gov't.… https://t.co/Q6UGQP1aJh	|	$#%
Thu Feb 16 00:53:36 +0000 2017	|	Tammy Duckworth	|	1058520120	|	832030132344877056	|	null	|	It's about time we improved IL's #infrastructure, which is why I called for an upgrade to #IL railways today https://t.co/ZMjf1e8L3g	|	$#%
Thu Feb 16 00:53:33 +0000 2017	|	SenDanSullivan	|	2891210047	|	832030117866196997	|	null	|	I want to thank Gov Walker for disaster declaration, putting forward resources to combat #Alaska's opioid epidemic.
https://t.co/XBjgeoxSDu	|	$#%
Thu Feb 16 00:54:00 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832030233872175104	|	null	|	Learn about my bill to designate the Appalachian Forest Heritage Area &amp; help more people enjoy WV's natural beauty: https://t.co/SpX5apgbCH	|	$#%
Thu Feb 16 01:01:29 +0000 2017	|	Claire McCaskill	|	16160352	|	832032115940278272	|	null	|	Proud to work with Ashton Kutcher @aplusk to wipe out evil child sex trafficking. His software &amp; people at @thorn a… https://t.co/TSpxgJRqXS	|	$#%
Thu Feb 16 01:03:12 +0000 2017	|	Sen Luther Strange	|	829794295355940900	|	832032547219582976	|	null	|	Grateful for an administration that stands beside Israel and will work with them to stop the scourge of terrorism e… https://t.co/A0GVJyEWo2	|	$#%
Thu Feb 16 01:04:29 +0000 2017	|	Senator Ron Johnson	|	233737858	|	832032872924114944	|	null	|	Let's confirm @RepMickMulvaney Office of Management &amp; Budget Dir. He's dedicated to reducing the regulatory burden. https://t.co/tU0EKvLbyG	|	$#%
Thu Feb 16 01:07:01 +0000 2017	|	Kamala Harris	|	30354991	|	832033509053169664	|	null	|	It’s vital there’s a transparent investigation on Russia and Flynn. AG Sessions must recuse himself from this inves… https://t.co/aUeH1p8Bj3	|	$#%
Thu Feb 16 01:15:00 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832035518636552193	|	null	|	The bipartisan BRAVE Act can help reduce the unemployment rate for veterans and create jobs for our heroes.
https://t.co/xEUdeQgX0x	|	$#%
Thu Feb 16 01:16:13 +0000 2017	|	ChuckGrassley	|	10615232	|	832035825013637121	|	null	|	Gr8 reception for PM Netanyahu w Pres Trump Makes up for ill treatment he got fr Obama when he had to lv thru back door Am/Israeli r friends	|	$#%
Thu Feb 16 01:30:28 +0000 2017	|	Sen. Lisa Murkowski	|	18061669	|	832039408064929793	|	null	|	My sincerest condolences go out to the family and friends of the 2 killed and 17 injured in the fire at the Royal S… https://t.co/9miq9hdrWB	|	$#%
Thu Feb 16 01:33:01 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	832040051852898304	|	408222066	|	.@breadandSUTTER Exactly! What’s Scott Pruitt hiding? https://t.co/YEKVzOWjJ7	|	$#%
Thu Feb 16 01:36:00 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832040803891568640	|	null	|	Great conversation with @LULACMidwestVP today. Thanks to you and @LULAC for all your hard work. https://t.co/9gwjVdXVko	|	$#%
Thu Feb 16 01:47:00 +0000 2017	|	Senator Thad Cochran	|	555474658	|	832043571180081152	|	null	|	Health care in rural USA affects us all. @SenatorWicker &amp; I will work w/HHS @SecPriceMD Price to address MS needs: https://t.co/nl0GtCq6Ls	|	$#%
Thu Feb 16 01:47:29 +0000 2017	|	JohnCornyn	|	13218102	|	832043692634603520	|	null	|	US most generous in world: In 2013, 777,416 individuals were naturalized, and in 2014, 654,949 people were naturalized.	|	$#%
Thu Feb 16 01:49:11 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832044118633304064	|	null	|	Honored to host a special D.C. screening of @HiddenFigures with @MarkWarner to promote women in #STEM. An inspiring… https://t.co/zm3nQqLK30	|	$#%
Thu Feb 16 02:06:46 +0000 2017	|	Chris Murphy	|	150078976	|	832048543590391808	|	null	|	Getting ready to go live with @maddow at 9:20 to talk about Flynn and the need to investigate Trump's ties with Russia. Watch soon on @MSNBC	|	$#%
Thu Feb 16 02:07:00 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832048602038075392	|	null	|	Efforts to roll back retirement plans like OR’s=shameless Wall St giveaway. @RepBonamici &amp; I are fighting in Congre… https://t.co/KMUffU74Sj	|	$#%
Thu Feb 16 02:08:20 +0000 2017	|	Bill Cassidy	|	55677432	|	832048937548836866	|	null	|	Trump promised coverage for everybody including preexisting conditions, lower costs, no mandates. #PatientFreedomAct fulfills that promise.	|	$#%
Thu Feb 16 02:10:15 +0000 2017	|	Bernie Sanders	|	29442313	|	832049422980771846	|	null	|	We need a thorough investigation into President Trump's ties to Russia. Here's why: https://t.co/gpsD0lwch2	|	$#%
Thu Feb 16 02:28:00 +0000 2017	|	Kamala Harris	|	30354991	|	832053888123621376	|	null	|	Balancing the budget on the backs of seniors is wrong. We can’t cut Social Security and Medicare that millions of seniors rely on.	|	$#%
Thu Feb 16 02:38:31 +0000 2017	|	Chris Murphy	|	150078976	|	832056533953499136	|	null	|	Happening now: I'm on @MSNBC talking with @maddow about Trump's relationship with #Russia and the need for him to release his taxes. Tune in	|	$#%
Thu Feb 16 02:47:15 +0000 2017	|	Tim Scott	|	217543151	|	832058733496778756	|	null	|	My statement on today's IAM vote in North Charleston: https://t.co/2iroSHK1Ml	|	$#%
Thu Feb 16 03:37:34 +0000 2017	|	Senator Jon Tester	|	515822213	|	832071397639864320	|	null	|	ICYMI: You can watch my entire Facebook Live town hall here! 
https://t.co/PMlqm2uC1F	|	$#%
Thu Feb 16 03:54:19 +0000 2017	|	Dean Heller	|	266133081	|	832075610298134529	|	null	|	Today, the world's largest data center building opened in northern #NV. Welcome online Tahoe Reno 1. cc: @SUPERNAP. https://t.co/8pfam6jm7A	|	$#%
Thu Feb 16 11:38:42 +0000 2017	|	JohnCornyn	|	13218102	|	832192478266720257	|	null	|	Only five countries meet NATO military requirements - Axios https://t.co/MpBBAkqaWW	|	$#%
Thu Feb 16 12:55:55 +0000 2017	|	Mark Warner	|	7429102	|	832211909390827520	|	null	|	I'll be on @CNN @NewDay around 8:10 this morning to discuss Flynn &amp; the latest regarding the Senate's bipartisan investigation into Russia.	|	$#%
Thu Feb 16 13:42:01 +0000 2017	|	Martin Heinrich	|	1099199839	|	832223510563004416	|	null	|	Blaming General Flynn's abrupt resignation on leaks is a bit like blaming the fire alarm for the fire that is burning down your house.	|	$#%
Thu Feb 16 13:42:01 +0000 2017	|	Martin Heinrich	|	1099199839	|	832223510563004416	|	null	|	Blaming General Flynn's abrupt resignation on leaks is a bit like blaming the fire alarm for the fire that is burning down your house.	|	$#%
Thu Feb 16 13:51:28 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	832225888259411969	|	null	|	Congrats @QuonsetRI &amp; #SouthKingstown on being recognized w/ @EPA excellence awards for protecting our water quality!	|	$#%
Thu Feb 16 14:10:46 +0000 2017	|	Sherrod Brown	|	43910797	|	832230746303627265	|	null	|	An honor to meet the team behind Hidden Figures last night. A beautiful film and an important reminder that not all… https://t.co/5Qhpm3ns7B	|	$#%
Thu Feb 16 14:17:04 +0000 2017	|	Chris Murphy	|	150078976	|	832232332610379779	|	null	|	Detaining a DREAMer w no criminal record is a jarring overreach. I will fight to ensure #DACA protections remain in place for DREAMers in CT	|	$#%
Thu Feb 16 14:18:49 +0000 2017	|	John McCain	|	19394188	|	832232772789866496	|	null	|	Great story on #Arizona's @GCU_Lopes, the most spirited fans in college basketball! via @USATODAY #LopesRising… https://t.co/PnapS2Lv8Z	|	$#%
Thu Feb 16 14:20:29 +0000 2017	|	Sen. James Lankford	|	225921757	|	832233191826157569	|	null	|	Congrats to the @NSURiverHawks for national recognition for your #robotics academy. Great news! #TeamNSU @AACTE https://t.co/RyMzrc6yKW	|	$#%
Thu Feb 16 14:25:33 +0000 2017	|	Senator Deb Fischer	|	1071402577	|	832234467720851456	|	null	|	On the way to @SASCMajority hearing on reshaping the US Military. Watch live: https://t.co/AK8sngesJ3	|	$#%
Thu Feb 16 14:28:22 +0000 2017	|	John McCain	|	19394188	|	832235175056654336	|	null	|	Ahead of today's #SASC hearing on reshaping the military, read my recent @WSJ op-ed on rebuilding our armed forces https://t.co/DzO3Oy53a6	|	$#%
Thu Feb 16 14:28:34 +0000 2017	|	Chuck Schumer	|	17494010	|	832235223148535808	|	null	|	Who supports cutting #SocialSecurity &amp; #Medicare by 25%? #OMBnom Mick #Mulvaney. And he wont have my vote. https://t.co/dDJva960lE	|	$#%
Thu Feb 16 14:29:29 +0000 2017	|	John McCain	|	19394188	|	832235456150507520	|	null	|	Heading to #SASC hearing on reshaping the US military - tune in live: https://t.co/OvZUXyUr4q	|	$#%
Thu Feb 16 14:31:53 +0000 2017	|	Chris Murphy	|	150078976	|	832236061564743680	|	null	|	About to go live on @MSNBC to talk about Puzder's withdrawal why we need a leader at @USDOL who supports workers. Tune in at 9:35	|	$#%
Thu Feb 16 14:33:50 +0000 2017	|	Senator Jim Risch	|	1096059529	|	832236549832065024	|	null	|	Live with @PoppyHarlowCNN NOW with latest on Russia/intelligence leaks. https://t.co/4FHMOXrtTw	|	$#%
Thu Feb 16 14:35:03 +0000 2017	|	Senator Bob Corker	|	73303753	|	832236857794691074	|	null	|	Due to Senate votes, today’s #SFRC hearing on the nomination of David Friedman will begin at 10:05 a.m. ET. Watch: https://t.co/NSnmWjJfz5	|	$#%
Thu Feb 16 14:39:07 +0000 2017	|	Lindsey Graham	|	432895323	|	832237880378523649	|	null	|	Look forward to introducing David Friedman - nominee to be the US Ambassador to Israel - today before #SFRC.  Start… https://t.co/GNqdhienf7	|	$#%
Thu Feb 16 14:39:42 +0000 2017	|	Senator Deb Fischer	|	1071402577	|	832238024926887937	|	null	|	I had a great conversation with Secretary of the Air Force nominee Heather Wilson during our meeting this morning. https://t.co/Sd02ZTnO2K	|	$#%
Thu Feb 16 14:40:07 +0000 2017	|	Chris Murphy	|	150078976	|	832238131189579776	|	null	|	Happening now: I'm talking with @SRuhle about the need to investigate Trump's ties to #Russia. Watch live on @MSNBC	|	$#%
Thu Feb 16 14:43:03 +0000 2017	|	Senator Todd Young	|	234128524	|	832238867961020417	|	null	|	I'll be joining @SenDonnelly in introducing CMS Admin-nominee Seema Verma before @GOPSenFinance Committee. Tune in: https://t.co/DK1VN7yWUE	|	$#%
Thu Feb 16 14:48:01 +0000 2017	|	Senator John Thune	|	296361085	|	832240121554563072	|	null	|	Visited with South Dakota Ag and Rural Leadership this week on the Hill. Looking forward to receiving their farm bi… https://t.co/VGhK5RlG3W	|	$#%
Thu Feb 16 14:48:45 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	832240306267504640	|	null	|	Mulvaney said Social Security is a “Ponzi scheme” &amp; that the 2013 government shutdown which cost the US $20B was “w… https://t.co/mn21LiGLjy	|	$#%
Thu Feb 16 14:50:31 +0000 2017	|	Sherrod Brown	|	43910797	|	832240749047607297	|	null	|	Disappointed by the results of this vote. 

May workers everywhere continue to fight for fair representation and th… https://t.co/auFEU76KYl	|	$#%
Thu Feb 16 14:52:45 +0000 2017	|	Senator Jim Risch	|	1096059529	|	832241311403094020	|	null	|	Talking to @kidnewsradio NOW about our intelligence community and more news of the day. Tune in: https://t.co/ZLxxHcCkgS	|	$#%
Thu Feb 16 14:54:34 +0000 2017	|	Ed Markey	|	21406834	|	832241766602567680	|	null	|	#Mulvaney has attempted to declare #SocialSecurity unconstitutional &amp; has referred to it - a lifeline for millions - as a "Ponzi scheme"	|	$#%
Thu Feb 16 14:57:48 +0000 2017	|	Senator Thom Tillis	|	2964174789	|	832242583434833920	|	null	|	There needs to be a culture where it’s OK to say the military shouldn’t be imposing these hardships. https://t.co/WfEEBifb4b	|	$#%
Thu Feb 16 14:59:22 +0000 2017	|	Pat Roberts	|	75364211	|	832242974155239424	|	null	|	Speaking at @GOPSenFinance nomination hearing of Seema Verma to be @CMSGov Administrator. Watch live at 10am here: https://t.co/UnUzOSAOl4	|	$#%
Thu Feb 16 14:59:26 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832242994166321152	|	null	|	Putting #Pruitt inside #EPA would even give foxes in henhouses a bad name. Americans want, deserve &amp; need clean air &amp; water. #rejectPruitt	|	$#%
Thu Feb 16 15:02:06 +0000 2017	|	Chuck Schumer	|	17494010	|	832243664978112512	|	null	|	If confirmed Rep #Mulvaney will join Sec Price in the cabinet &amp; effectively wage the #WaronSeniors they’ve plotted throughout their careers.	|	$#%
Thu Feb 16 15:02:54 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832243864278806528	|	null	|	It's the ENVIRONMENTAL Protection Agency, not the Polluters Protection Agency. #RejectPruitt for #EPA	|	$#%
Thu Feb 16 15:04:22 +0000 2017	|	Bernie Sanders	|	29442313	|	832244233679622144	|	null	|	.@realDonaldTrump is tweeting about Russia and “FAKE NEWS” again. Here’s why: https://t.co/FyQK674U64	|	$#%
Thu Feb 16 15:04:53 +0000 2017	|	Chuck Schumer	|	17494010	|	832244363837181953	|	null	|	On ideology and on ethics – I urge my colleagues to vote “no” on Rep. #Mulvaney’s nomination today. https://t.co/76XsD4aElI	|	$#%
Thu Feb 16 15:05:17 +0000 2017	|	John McCain	|	19394188	|	832244463724552193	|	null	|	Watch my opening statement at #SASC hearing on rebuilding America's military https://t.co/sIDIbG8DNk https://t.co/GShto9XW2y	|	$#%
Thu Feb 16 15:06:29 +0000 2017	|	Senator Bob Casey	|	171598736	|	832244768704962560	|	null	|	A reminder that our 17 intelligence agencies investigated and confirmed Russia’s meddling into our democracy and th… https://t.co/f3QB1SnoOP	|	$#%
Thu Feb 16 15:10:23 +0000 2017	|	Senator Bob Casey	|	171598736	|	832245749521997824	|	null	|	If it’s all “fake news” then @realdonaldtrump should have no problem supporting an independent commission to review… https://t.co/vL1j6A65yA	|	$#%
Thu Feb 16 15:11:37 +0000 2017	|	Senator John Boozman	|	5558312	|	832246058151469056	|	null	|	Conway resident @rhealana will testify in this hearing &amp; tell the story of her consignment business. I was pleased… https://t.co/zJOKZoLylg	|	$#%
Thu Feb 16 15:11:57 +0000 2017	|	Leader McConnell	|	1249982359	|	832246140917661698	|	null	|	.@ScottPruittOK is dedicated to environmental protection &amp; exceptionally qualified to lead the @EPA. https://t.co/IAaHEjLFhW	|	$#%
Thu Feb 16 15:21:08 +0000 2017	|	Tammy Duckworth	|	1058520120	|	832248452927123456	|	null	|	I'll fight all efforts2increase #Medicare&amp; #Medicaid recipients' costs—they hurt seniors,poor&amp; #Military retirees(Medicare=their 1st payer)	|	$#%
Thu Feb 16 15:25:31 +0000 2017	|	Chris Murphy	|	150078976	|	832249556171636736	|	null	|	People are speaking out and showing up to tell GOP lawmakers not to repeal the ACA https://t.co/YKcPhjQnF1	|	$#%
Thu Feb 16 15:29:48 +0000 2017	|	Pat Roberts	|	75364211	|	832250636498513922	|	null	|	It was a pleasure to meet w/ @DodgeCityCC &amp; their new president @HaroldNolte to discuss the issues facing community… https://t.co/4qP4lHrZlF	|	$#%
Thu Feb 16 15:40:26 +0000 2017	|	Tom Udall	|	60828944	|	832253309486497792	|	null	|	.@faithholyan started #codepurple to raise awareness about Native youth suicide. It was my honor to meet her. Keep… https://t.co/kpIcE6y5ej	|	$#%
Thu Feb 16 15:44:21 +0000 2017	|	Senator Jack Reed	|	486694111	|	832254294833364992	|	null	|	Congress must not shirk its oversight obligations. We need independent investigations of Russian interference &amp; Americans deserve the truth.	|	$#%
Thu Feb 16 15:44:30 +0000 2017	|	John McCain	|	19394188	|	832254333660049409	|	null	|	I'll be voting "no" on Rep. Mulvaney's nom to be OMB Director b/c I support @POTUS's pledge to rebuild the military https://t.co/PI5sHQWSDg	|	$#%
Thu Feb 16 15:45:22 +0000 2017	|	Chuck Schumer	|	17494010	|	832254550442700801	|	null	|	Rep. #Mulvaney has been a consistent, ideological warrior against crucial social safety net programs like #SocialSecurity &amp; #Medicare.	|	$#%
Thu Feb 16 15:48:29 +0000 2017	|	Sen. James Lankford	|	225921757	|	832255337684144128	|	null	|	In case you missed it, I talked w/ @kilmeade on @foxnewsradio about #Russia and intelligence matters. LISTEN: https://t.co/m5PvSmoSJe	|	$#%
Thu Feb 16 15:51:40 +0000 2017	|	Lindsey Graham	|	432895323	|	832256137479221252	|	null	|	I was pleased to hear the results of yesterday’s election. 

Boeing’s South Carolina workforce is second to none! https://t.co/ohK0HgMbZU	|	$#%
